,A,B,C,Y
51446,1.4208496,-3.0605986,4.1012845,1.0770311
51447,0.16037975,1.7529496,-1.81616,-5.4649963
51448,1.5829749,-0.9548669,4.072473,0.3016052
51449,2.840776,3.7712045,1.5128363,-0.6637631
51450,2.378068,-2.569371,2.543763,0.5402224
51451,2.3127615,4.334076,-2.2252014,-0.9369916
51452,2.1041458,-4.119082,-0.336778,0.9788014
51453,2.950125,-0.15602894,-0.70547384,0.026444463
51454,1.1837351,-3.4542646,-4.6262035,1.459053
51455,1.6857951,3.8720062,-2.110183,-1.1484214
51456,4.0456696,-1.841395,-2.413068,0.22757606
51457,0.31631508,-3.4989893,-4.532217,5.5308604
51458,3.5883803,-0.22685587,4.2929783,0.031609785
51459,1.4814777,-1.4949914,-1.9107174,0.5045609
51460,2.27625,0.19342785,-4.9246645,-0.04248827
51461,4.127476,1.725296,3.2901454,-0.20900132
51462,1.8344339,4.2503147,-3.0222976,-1.1584812
51463,1.0073249,-4.9238977,3.5055225,2.4440463
51464,3.8580413,2.9730375,3.927977,-0.385304
51465,4.157655,0.924895,-3.4179647,-0.111227974
51466,0.13864243,0.20186055,-1.0779715,-0.7279898
51467,1.5394838,4.0795317,0.33310524,-1.3249675
51468,4.180296,-3.2527606,-3.4292102,0.38905865
51469,3.3140879,0.030461885,-1.4593092,-0.004595817
51470,1.931795,0.6783517,1.5432026,-0.1755755
51471,1.1521542,-1.5801893,2.154642,0.6857543
51472,3.0311184,-3.8811853,3.4418235,0.64022326
51473,0.33047128,3.3903213,4.9015484,-5.129525
51474,3.102611,-2.9516559,-0.3228246,0.4756729
51475,2.5515523,0.48299322,-3.595191,-0.09464694
51476,4.622414,-0.5242325,-1.7327524,0.056705486
51477,4.6903524,0.39912838,4.7675276,-0.042547803
51478,1.1817567,-1.5592554,3.849596,0.6597192
51479,1.3177115,4.6461844,-3.818104,-1.7629749
51480,3.9333682,1.2541912,-0.5611756,-0.15942967
51481,3.9957678,-0.34285936,1.0413089,0.042902812
51482,0.7480309,-1.2078532,4.8298993,0.8073551
51483,2.0317304,0.7274918,-1.8551589,-0.17903255
51484,2.193004,-1.16874,0.44643304,0.26647013
51485,4.9688697,1.5361289,2.822932,-0.15457527
51486,1.2762235,-1.7408361,-4.8806343,0.6820264
51487,4.2177267,3.1871362,-4.6549296,-0.3778263
51488,2.741963,-4.199117,1.9253645,0.7657137
51489,3.831568,-4.3535104,-4.928937,0.56811076
51490,0.17987245,-3.172384,-1.3038701,8.818426
51491,4.0640945,2.3603377,-4.6427727,-0.29038915
51492,1.5716552,-1.7553337,-0.9416345,0.5584347
51493,4.387612,4.9953566,-1.8858199,-0.5692569
51494,0.82628256,2.2368608,3.8281016,-1.3535689
51495,3.4235268,2.6028388,2.9647663,-0.38013998
51496,3.7782402,4.632559,3.9500494,-0.61305773
51497,2.5549042,2.6998825,4.841275,-0.5283725
51498,3.6768835,-4.95438,2.8129265,0.67372
51499,1.803998,4.4196463,-1.188598,-1.2249588
51500,4.351362,-1.3983724,-0.9754938,0.16068214
51501,2.2654405,0.30475497,-3.1544623,-0.06726175
51502,3.2824452,-0.027230095,3.453325,0.004147837
51503,2.8771932,-2.0346897,3.4062073,0.35358936
51504,3.7380328,-2.4818797,3.2295554,0.33197674
51505,4.039968,3.4176788,-4.307442,-0.42298344
51506,3.0243638,-2.0785105,-3.5746424,0.34362775
51507,2.0090096,0.792411,-4.4827137,-0.19721435
51508,2.9291246,-0.6946568,-4.7719054,0.11857754
51509,4.73804,4.193089,0.58208346,-0.44249192
51510,2.3590095,0.25982744,0.20770186,-0.055071298
51511,0.37773997,2.4180954,-4.920426,-3.2007408
51512,3.8149722,4.295231,-3.34153,-0.56294394
51513,4.97662,-2.1349795,-0.66493845,0.21450095
51514,3.7365952,3.1045923,4.62013,-0.41543064
51515,3.611578,3.1948287,1.0277512,-0.44230372
51516,1.5615927,0.96261615,1.9537231,-0.30821612
51517,4.3090377,-1.0998344,-0.7749312,0.12761949
51518,3.8612309,-0.1809702,-4.512916,0.023434265
51519,3.779274,-3.9044156,-3.2041173,0.51655626
51520,1.1556727,-0.4263642,3.8087761,0.18446583
51521,1.224032,-0.5311092,0.08631157,0.2169507
51522,3.0799792,-0.3423103,0.06316403,0.05557023
51523,0.53536296,4.539665,3.8121276,-4.2398014
51524,2.6799974,0.118114315,-1.2255055,-0.022036275
51525,2.8935933,-3.0419211,-0.94353676,0.5256304
51526,0.062162135,1.4415358,-2.988601,-11.594967
51527,3.8305097,2.6005175,0.036074392,-0.33944798
51528,1.5114841,2.0786922,3.9182968,-0.6876328
51529,3.900535,-2.4626267,-4.3422785,0.31567806
51530,3.9754472,4.6650014,-0.56762344,-0.5867266
51531,0.30268502,1.3780982,-1.8380957,-2.276456
51532,4.3201866,4.12813,-2.9371562,-0.4777722
51533,2.995789,3.3592296,-0.30211425,-0.5606586
51534,3.9003427,-1.055679,-2.1362553,0.13533157
51535,0.61401874,4.316304,0.27205327,-3.5147984
51536,1.185192,3.9676635,4.173731,-1.6738484
51537,1.7683357,2.745563,2.7437525,-0.7763127
51538,3.750811,-1.4252763,1.3432816,0.18999575
51539,3.8308802,1.7099077,-2.1898932,-0.22317424
51540,1.0257734,-3.0399528,-3.3166444,1.4817858
51541,2.7720025,-1.5931232,-2.789247,0.28735963
51542,4.1170597,0.2736285,-2.2896433,-0.033231057
51543,4.466497,0.12050004,2.3629353,-0.013489324
51544,3.2823458,2.900337,2.3042526,-0.44180858
51545,1.271512,-2.0170774,1.3651195,0.79318064
51546,4.8053465,2.1614962,-4.6396194,-0.22490533
51547,1.8385355,-4.6402817,3.921076,1.2619505
51548,4.630483,-0.2467465,-0.73395574,0.026643708
51549,4.249779,-1.8064402,-4.9094014,0.21253343
51550,2.5756505,2.011325,-0.16096777,-0.39044988
51551,1.0166998,0.98871064,4.5015097,-0.48623532
51552,2.9884295,-0.79369277,3.4607627,0.13279429
51553,4.163963,-1.6056072,-3.3462605,0.19279797
51554,0.025114363,-1.1947391,-3.2163222,23.78597
51555,3.2495074,4.987039,-4.0273824,-0.76735306
51556,4.6810236,3.5934558,-4.080273,-0.38383225
51557,4.659479,-4.9665194,3.679328,0.5329479
51558,4.0371385,1.3927835,-2.566658,-0.1724964
51559,2.6571085,-2.3904335,-0.98793703,0.44981855
51560,1.8335468,-0.75742537,-1.9137795,0.20654652
51561,2.3530467,-0.11204258,2.8737772,0.023807982
51562,2.5526612,-2.040814,3.7164633,0.39974242
51563,0.24591732,-0.83230907,1.5556185,1.6922538
51564,3.659901,2.290539,1.0993022,-0.31292364
51565,4.9826164,3.2034714,-1.0716933,-0.32146478
51566,3.905496,3.738993,-0.6777522,-0.4786835
51567,3.8542843,-4.975929,-2.912019,0.64550614
51568,1.4009652,-2.159138,2.370517,0.7705894
51569,2.4198766,0.6586632,0.983144,-0.13609438
51570,3.0799296,-4.472746,-0.4019235,0.7261117
51571,4.51726,-3.8303697,-1.8488555,0.42397046
51572,1.833157,-1.8467524,-1.3140128,0.50370824
51573,4.1476645,-1.2527208,-2.467704,0.1510152
51574,0.98076266,0.82359636,-2.9085703,-0.41987547
51575,1.3069214,-1.4130273,0.45859918,0.5405938
51576,1.971325,2.3309023,0.63045347,-0.59120196
51577,1.9915723,-1.9626445,3.5337765,0.49273744
51578,3.7746654,-4.941372,1.3278803,0.65454435
51579,3.8474815,3.425485,-0.6009208,-0.44515938
51580,3.6751359,-1.9110149,-3.5463727,0.25999242
51581,0.22674274,0.8032195,-3.179273,-1.7712133
51582,3.0858128,2.752185,2.7972093,-0.4459417
51583,0.3128757,-0.9051543,-4.3784304,1.4465078
51584,1.9017371,1.593038,-4.410847,-0.41883758
51585,2.8847725,-4.2562475,0.73538375,0.7377094
51586,3.1329966,-0.78090733,3.4575071,0.124626264
51587,2.6296654,-0.38056114,-0.42345327,0.072359234
51588,0.7906844,1.4839848,-0.08259166,-0.9384179
51589,3.1547778,4.4544287,2.5372806,-0.70598143
51590,0.57428634,-4.5511103,0.9061618,3.962405
51591,0.19351472,4.863825,4.0754175,-12.567067
51592,1.1975019,-0.10425604,2.3885975,0.043530636
51593,0.19010061,-3.2589512,-0.8295961,8.571649
51594,1.8770639,-3.0439205,4.9958615,0.8108197
51595,2.7378514,3.5103824,-3.3984036,-0.6410835
51596,2.744526,-3.0641918,4.9339685,0.558237
51597,2.5618901,0.16767482,1.8952903,-0.032724828
51598,2.9866042,4.306996,-3.279338,-0.72105235
51599,1.9276928,2.3478036,3.9220285,-0.60896724
51600,4.596579,-2.9948876,1.917736,0.32577354
51601,2.8521023,-3.9436462,0.98987174,0.6913578
51602,2.406774,-2.930403,4.2596273,0.6087823
51603,0.70018595,1.4297147,-3.6155279,-1.0209535
51604,2.987698,-0.059706457,-1.6145384,0.00999205
51605,1.3916519,0.523722,1.6520855,-0.1881656
51606,3.102613,-2.330937,0.48989815,0.37564093
51607,3.6820524,2.1440692,-1.2208138,-0.29115134
51608,0.22516409,-2.1615953,4.9342794,4.8000445
51609,0.66848433,-0.967328,1.3098159,0.7235233
51610,0.8720885,4.056766,2.9432435,-2.3258915
51611,2.5876265,2.1742742,2.3687184,-0.4201291
51612,1.7888917,-0.8221235,-1.1623838,0.22978573
51613,3.6417382,-2.1864998,-3.465891,0.30020002
51614,1.7017103,1.1231871,1.7228711,-0.33001712
51615,2.2621005,-3.6345155,-2.8512201,0.80334973
51616,2.3686402,-0.98661655,0.3224764,0.20826644
51617,2.7940698,-1.8791839,0.67217946,0.33628076
51618,1.5228949,4.2535734,0.4111126,-1.3965421
51619,4.4838414,-2.6678898,0.35865948,0.29750046
51620,4.698389,0.1673384,3.5608668,-0.017808061
51621,3.937501,-2.1812906,-2.397925,0.27698922
51622,2.963758,0.24746989,-2.376731,-0.04174934
51623,2.4986808,-0.7024298,1.538901,0.14056012
51624,2.9304752,-1.008488,2.1338468,0.17206903
51625,0.7757049,2.452176,0.3963307,-1.5806113
51626,3.088695,4.0412617,1.5144426,-0.6542021
51627,0.05215089,-3.8388758,2.6924567,36.805466
51628,1.9347728,-3.4145734,0.6001829,0.88242227
51629,4.3259315,-4.7420244,0.3381955,0.54809284
51630,3.4848297,-4.124526,3.8851204,0.59178305
51631,2.3045924,-4.4515066,4.538028,0.9657904
51632,4.728403,-2.1464255,2.634009,0.22697148
51633,1.6941687,-1.3618071,3.096053,0.40191016
51634,2.8725019,-2.5859518,1.028995,0.45012182
51635,0.43969643,2.598609,1.6147952,-2.9550035
51636,2.7183862,-1.4622334,3.922147,0.2689525
51637,2.724457,-4.834526,3.6712596,0.88724583
51638,1.1601517,-0.29183277,-3.9866543,0.12577353
51639,0.11981217,0.4143382,3.9165895,-1.7291157
51640,4.0706577,0.4369416,2.1955163,-0.053669654
51641,0.35770717,2.9144614,-3.7147086,-4.073809
51642,3.5395143,4.8212004,-1.0133493,-0.681054
51643,0.1550989,2.0085285,-2.3587656,-6.4749923
51644,1.2458564,3.4321482,-2.1128154,-1.3774253
51645,2.7571719,3.4892857,-3.2561278,-0.6327654
51646,2.7393835,-0.27869922,2.7847078,0.050868966
51647,3.324178,3.616458,-3.6391752,-0.5439627
51648,2.198883,-4.4373264,-2.1168861,1.0089955
51649,1.1411583,-2.0927448,-1.9097989,0.91693884
51650,4.7305665,-3.8280284,-3.7400866,0.40460572
51651,3.7222018,0.5853685,4.2805533,-0.07863202
51652,2.8099365,-2.4287837,-1.9885501,0.43217766
51653,0.5119911,2.0067945,1.0990978,-1.9597944
51654,2.7325244,4.54719,-2.6455376,-0.8320493
51655,2.716068,2.0400026,3.1588538,-0.37554336
51656,4.4279985,3.3013275,2.453361,-0.37277877
51657,1.0958543,-1.0120019,-4.99635,0.4617411
51658,0.18133444,3.6977744,0.0059154746,-10.196007
51659,1.5882846,4.2975783,-2.102171,-1.3528992
51660,2.065374,2.9886348,3.2892423,-0.72350943
51661,4.421992,-0.113068566,-3.2645946,0.0127848005
51662,4.9895573,-4.387659,1.7372586,0.4396842
51663,0.40171438,-0.9193907,4.5153875,1.1443337
51664,1.9921421,-1.6504594,-1.1599727,0.4142424
51665,3.1297824,-1.5275918,-0.03332636,0.24404122
51666,0.84750944,-3.3901775,0.56566757,2.0000825
51667,3.2949617,0.41748947,1.1706655,-0.063352704
51668,3.5134401,-3.3438945,-3.3684225,0.47587183
51669,2.6364353,1.6085095,3.2105663,-0.30505386
51670,2.2100508,-4.335698,2.0373256,0.98090464
51671,0.89391404,-0.39774784,-3.7634418,0.22247544
51672,2.3426273,2.2069597,1.2447195,-0.4710437
51673,0.92033863,-0.25682482,2.5138156,0.13952735
51674,2.9803028,3.214682,-0.32877034,-0.5393214
51675,4.0795474,4.425956,-3.3464696,-0.54245675
51676,3.528743,-3.7490494,-3.1796901,0.53121597
51677,4.952545,3.8626342,1.9308774,-0.38996455
51678,1.448829,3.5965114,0.66394407,-1.2411786
51679,0.14576745,3.7250912,-0.6389996,-12.7775135
51680,1.0532552,4.2809043,-0.9815711,-2.0322256
51681,2.2131214,4.9103923,4.027256,-1.1093816
51682,1.1598672,3.5380726,-2.959946,-1.5252059
51683,0.44251826,-3.184177,3.1020699,3.5977914
51684,0.4735038,-1.9103719,2.570321,2.017272
51685,0.0035550038,-4.4676275,4.688477,628.35767
51686,4.5789247,-2.1139143,4.407706,0.23083086
51687,3.1338143,0.017787065,1.8737488,-0.002837926
51688,0.27809927,2.129293,-4.9276533,-3.8282962
51689,1.301192,-1.4019148,-1.456041,0.5387041
51690,3.3057017,-1.8828619,0.66312057,0.28479004
51691,3.9638226,3.1409144,-1.2583394,-0.39619768
51692,3.461738,2.4323392,-2.540773,-0.3513176
51693,1.4958013,-1.9955326,-2.8212514,0.6670447
51694,1.4731145,3.662505,-3.3248281,-1.2431163
51695,3.3746033,-2.8292632,3.4298763,0.41919938
51696,3.4613957,-2.225366,0.68629164,0.321455
51697,3.3327813,-3.1395211,-4.365238,0.47100618
51698,2.6726706,-0.14287889,-3.4760857,0.02672961
51699,3.131197,2.2251635,-3.5174425,-0.35532156
51700,4.3602633,1.6762178,-3.7991014,-0.19221519
51701,2.0170202,-4.8496447,-2.9105656,1.2021805
51702,1.136606,3.6332948,4.5837493,-1.5983088
51703,2.182624,4.634619,-1.0916954,-1.0617081
51704,0.77558225,-0.56748694,2.5842338,0.36584577
51705,2.6888263,-2.9629176,-4.1781693,0.5509686
51706,3.7697752,2.6013036,3.3806517,-0.34502104
51707,4.9995804,-2.0388792,0.8986685,0.20390503
51708,2.3845656,-1.8991305,-4.175461,0.39821306
51709,3.5318756,-0.5655558,0.3677092,0.08006452
51710,4.232048,-3.1515326,-1.0092229,0.37234128
51711,2.0417674,-1.8754307,0.73681307,0.45926648
51712,3.508913,1.0832453,-0.7792116,-0.15435624
51713,2.4281852,-4.640903,3.4132001,0.955632
51714,1.3651719,1.3174806,-1.7450035,-0.48253283
51715,2.2206755,4.3051643,-2.272088,-0.9693367
51716,0.034310922,-3.2733402,-0.58314127,47.701138
51717,3.7118943,4.4200273,-2.2220273,-0.595387
51718,0.9524238,4.9737587,-2.4629,-2.6111057
51719,1.3757461,-4.642014,-4.270498,1.6870896
51720,0.1621982,2.3516402,3.297595,-7.2492795
51721,4.6505294,3.292742,-0.7106255,-0.35401797
51722,1.2649128,-2.8584375,0.094614916,1.1298951
51723,0.59466946,-2.2824707,4.4304423,1.9191087
51724,3.3329806,-4.6552057,3.083906,0.6983547
51725,4.9063525,-0.8521743,1.3241192,0.08684397
51726,1.7764487,-4.0668488,-2.3472447,1.144657
51727,1.4376605,0.9975495,-2.657449,-0.346935
51728,1.4021277,1.0647905,4.4425435,-0.37970525
51729,4.900304,4.544241,4.615147,-0.46366927
51730,4.560026,1.4921798,-2.644353,-0.16361526
51731,3.7892227,-4.482517,-2.3691757,0.59148234
51732,4.396037,-3.3956826,-0.29237562,0.38622087
51733,1.7896445,-2.8041596,-3.344057,0.7834405
51734,3.6701033,1.3808706,-3.7198348,-0.18812421
51735,1.657393,-0.047201645,4.9797106,0.014239726
51736,4.600743,-1.9096415,1.3948743,0.20753622
51737,4.7003756,-4.0024986,2.6226795,0.4257637
51738,4.4054546,-4.0611725,1.0221895,0.4609255
51739,1.2121164,-1.546201,0.117186345,0.6378104
51740,2.1258397,3.574667,-4.3404636,-0.8407659
51741,4.746125,3.007238,0.061806068,-0.3168098
51742,2.3639257,-3.9703126,-0.76697767,0.83977103
51743,1.706211,2.9782438,-1.6049491,-0.8727654
51744,1.552741,1.3838869,4.358382,-0.4456271
51745,1.5928688,0.78865504,3.4503827,-0.24755806
51746,1.9391985,3.0541015,-4.4254165,-0.7874649
51747,4.738879,-3.7276554,-2.3603368,0.39330557
51748,3.67333,1.2172301,0.7869279,-0.16568482
51749,3.8260996,2.49456,2.490601,-0.32599255
51750,4.204009,-2.0161455,-0.96028906,0.23978841
51751,0.9189684,4.677124,-3.8058014,-2.5447688
51752,0.93492764,0.70586705,4.848032,-0.37749824
51753,4.910246,-4.195998,0.019066073,0.42726967
51754,1.293632,-3.2456985,2.9510422,1.2544905
51755,3.0605078,2.1406476,4.4912777,-0.34972098
51756,4.136383,-4.2224383,-1.4240682,0.51040226
51757,1.6728178,0.058541395,1.6286014,-0.01749784
51758,4.9369106,4.275714,-0.85030806,-0.43303537
51759,3.587302,-3.4849758,1.7830101,0.48573774
51760,3.2564735,-2.516941,1.2778505,0.38645196
51761,1.5268053,-1.0689937,-2.397629,0.35007533
51762,2.3777263,4.0391455,3.5545382,-0.8493714
51763,2.254071,0.48733708,1.7146307,-0.10810154
51764,1.9885726,-1.994699,0.023987435,0.5015404
51765,1.2707608,4.0393815,-1.0487694,-1.5893557
51766,0.16227126,-4.4448495,-0.79055226,13.695738
51767,3.0992255,2.459554,-0.97802603,-0.39680138
51768,3.0252585,-0.32060206,-1.6890655,0.05298755
51769,0.43885276,4.7205977,-1.7937049,-5.378339
51770,1.7943711,1.9673682,-1.4672451,-0.5482055
51771,3.9955306,3.6773238,2.0715303,-0.46017966
51772,0.9490533,0.8832923,-3.4473042,-0.46535444
51773,1.4052123,4.2819877,1.340991,-1.5236089
51774,4.9295735,-0.12046565,-4.5391893,0.012218668
51775,2.0481334,4.3855467,-2.230271,-1.0706204
51776,3.9051764,2.2915435,-0.503434,-0.2933982
51777,4.3476286,-0.5868394,-4.852213,0.0674896
51778,1.1148772,-2.6710331,3.3790872,1.1979047
51779,3.485405,1.7133112,-0.46071377,-0.24578367
51780,0.84939814,1.0979574,3.0369534,-0.6463149
51781,1.5951598,3.7652147,1.505339,-1.1801999
51782,0.41725832,-0.8770646,-1.1593686,1.0509852
51783,4.9144835,3.3664358,1.8925099,-0.3425015
51784,3.8441126,3.0675442,1.7768482,-0.39899248
51785,2.0120397,1.1047214,-0.8873428,-0.27452776
51786,2.7945187,3.742375,-0.9556016,-0.669592
51787,3.3066266,-2.986175,3.4851527,0.45154405
51788,0.6659032,-0.32478213,-4.8464584,0.24386588
51789,1.834257,1.3815254,-3.8084214,-0.37658992
51790,2.542171,1.5223159,-2.3123424,-0.29941255
51791,4.568959,1.4829507,-1.1401709,-0.1622854
51792,1.080197,-4.5147223,-3.4603672,2.0897682
51793,1.1893259,-1.2926127,4.3940873,0.5434224
51794,1.5320978,2.2282944,3.7738745,-0.72720367
51795,1.6790489,-4.9339695,-0.8681408,1.469275
51796,4.3228464,-3.398167,-0.08633284,0.3930474
51797,0.8864173,-1.506905,-4.310931,0.8499975
51798,1.0843543,-3.4467535,-3.4860528,1.5893115
51799,4.448362,-2.0057988,-2.2119522,0.22545364
51800,2.1336339,-2.7566175,-3.3144505,0.6459912
51801,3.010945,0.10623467,-0.37081093,-0.017641416
51802,2.3848732,-1.0320686,-1.2599437,0.21637811
51803,3.2413027,-0.2729604,2.3829236,0.042106587
51804,3.646557,-0.45733663,-2.9528608,0.062708
51805,1.4645869,2.0731318,-3.380604,-0.7077531
51806,3.3845034,-3.0028753,-3.948063,0.44362128
51807,0.9255833,2.3960323,-0.53304577,-1.2943364
51808,3.3620176,0.12288157,4.008646,-0.018274974
51809,0.039122324,-2.1618788,0.23775534,27.629734
51810,1.5094373,2.5188742,-2.1916492,-0.8343752
51811,3.055564,0.98286945,4.95116,-0.16083273
51812,2.4035597,-1.613398,4.6874843,0.33562678
51813,3.7740357,-0.8492144,-0.6429498,0.11250746
51814,1.9526576,4.995293,-3.8061547,-1.2791013
51815,4.7882676,-0.36116052,-3.6612887,0.037713066
51816,3.521321,-4.079418,-0.4815604,0.5792454
51817,0.8913858,-0.12867296,1.0054812,0.07217579
51818,4.8201046,2.410512,-3.434367,-0.25004768
51819,3.9496434,4.225059,0.6583776,-0.5348659
51820,1.7833941,2.6689935,4.1447787,-0.7482904
51821,3.0385926,-4.4370413,1.4387338,0.7301146
51822,3.8182428,-0.36247173,-1.5544069,0.04746578
51823,2.7741208,-2.4442158,-3.8935575,0.44053885
51824,0.50269115,0.0942806,-4.263835,-0.09377587
51825,4.1485023,-2.503462,-4.6778545,0.3017308
51826,0.24903892,-3.0649695,1.6186868,6.1535954
51827,4.0536757,1.2401267,1.2556847,-0.15296324
51828,3.353434,-4.238032,1.5176971,0.63189435
51829,3.8309624,1.1426181,-3.903467,-0.14912938
51830,0.9062521,0.5186869,2.663481,-0.28617144
51831,3.6727157,4.949846,-2.0216806,-0.6738673
51832,2.3407829,-1.6406,-3.1220229,0.35043833
51833,2.8902888,-0.69484204,-3.0144973,0.12020288
51834,1.8928808,-2.0744793,0.77306193,0.5479688
51835,2.415703,0.13940886,0.4549072,-0.028854717
51836,2.398577,1.729256,-3.4009151,-0.36047542
51837,0.5650684,-4.1328154,-0.71403307,3.656916
51838,3.423161,1.8788438,0.11382975,-0.2744311
51839,0.4735433,1.8770262,-3.2397513,-1.9818951
51840,1.3815905,4.1073127,4.89179,-1.4864435
51841,4.4987082,1.6631159,4.1486173,-0.18484372
51842,0.6222008,4.4332194,1.0053445,-3.5625312
51843,3.0447304,2.682753,0.7924361,-0.44055676
51844,1.9302076,1.1593996,-2.6047974,-0.30033028
51845,0.9937244,0.26326737,0.020173568,-0.13246498
51846,2.2747202,1.3290604,1.3576632,-0.29213715
51847,3.43962,4.2794137,-2.222613,-0.6220765
51848,4.4617615,1.8238349,4.9412165,-0.20438507
51849,1.5767543,0.2594816,3.071998,-0.08228346
51850,1.3350658,-2.2046876,4.8201394,0.825685
51851,3.018434,2.1923385,-2.099247,-0.36315823
51852,1.9576988,-1.1299561,2.7515154,0.28859296
51853,3.3930497,1.4235758,4.000621,-0.2097782
51854,1.7990286,-2.2046363,-4.8403993,0.61272967
51855,1.965101,2.4592645,4.3838243,-0.6257349
51856,1.0091761,-0.8749854,0.48586372,0.43351468
51857,2.9128058,4.149443,4.53672,-0.712276
51858,1.2355226,-0.81141835,1.5260959,0.32837048
51859,0.97645026,0.3851339,-0.77146983,-0.19721122
51860,2.3155758,0.44890285,-1.957659,-0.096931145
51861,4.765099,1.4822785,3.2366092,-0.15553491
51862,2.8596175,-3.1678257,-2.5016892,0.55388975
51863,1.9662728,-4.2606173,-1.3356462,1.0834248
51864,3.5583587,2.6931872,-3.035335,-0.3784311
51865,3.466582,2.9951754,4.7445145,-0.432007
51866,0.54296035,2.6090012,0.22337677,-2.4025707
51867,4.4010177,3.4421496,-1.1332319,-0.39106292
51868,0.7898149,0.3697622,2.9539165,-0.23408155
51869,0.109362625,-2.0117207,4.0206037,9.197477
51870,2.630735,1.6630054,4.193212,-0.31607237
51871,1.1940727,-3.9672425,4.457161,1.6612232
51872,0.11140776,0.73450035,0.97330225,-3.2964506
51873,2.8061357,-1.0707788,-4.7981806,0.19079241
51874,2.9701076,1.4602866,3.0905378,-0.2458306
51875,2.71349,0.9622897,1.2943525,-0.17731586
51876,3.415495,-4.8336716,3.0824914,0.70760924
51877,4.50769,3.9900684,2.4854703,-0.44258463
51878,0.018570598,2.7564695,-0.22379065,-74.21596
51879,4.6443224,-1.6911414,-4.9032106,0.18206546
51880,2.5631824,2.7805336,-0.9344894,-0.5423987
51881,2.79484,-2.070783,-1.5457746,0.37046537
51882,1.873942,3.5838828,2.2198954,-0.95624167
51883,0.062235713,4.8426294,2.8479,-38.905552
51884,1.0112467,-0.27877364,2.2160268,0.1378366
51885,3.3841758,1.8043059,-2.057359,-0.26657984
51886,4.504759,0.9102111,-1.8885098,-0.101027735
51887,4.107961,3.9771862,3.8968887,-0.48408276
51888,0.47329083,-3.8890347,3.2675867,4.1085043
51889,1.5800661,-0.18226527,-4.9990206,0.057676468
51890,0.037177615,-2.754628,-1.0934709,37.046864
51891,0.3764557,2.971365,-2.9896605,-3.9465003
51892,1.5323873,-2.454314,1.8027934,0.80081385
51893,4.3819413,3.3980346,3.6944005,-0.38773164
51894,2.0280883,-1.1771253,0.73301584,0.29020563
51895,0.81995565,-2.4785366,0.2886537,1.5113846
51896,2.6092076,1.9889711,-1.6779267,-0.38114467
51897,1.4150273,-1.9323894,1.4387034,0.68280995
51898,1.3358506,1.9488912,0.11758077,-0.729457
51899,1.544411,-3.631681,-2.5515645,1.1757495
51900,4.152349,3.3266861,2.204557,-0.40057883
51901,0.14487217,-2.847553,0.45457736,9.827811
51902,2.1922123,-1.9726489,-2.902739,0.4499219
51903,2.7733305,3.3938005,4.5562053,-0.6118637
51904,0.18706577,0.009166354,-4.8562765,-0.024500351
51905,2.2939608,-3.932685,0.042237327,0.8571822
51906,3.0989668,-2.1428504,2.0005658,0.34573624
51907,2.161961,4.859626,-2.5629308,-1.123893
51908,3.6838193,-2.316808,-1.5348938,0.31445736
51909,0.94485164,0.8469094,-1.8423967,-0.44817057
51910,2.2088292,4.0282497,-2.3570447,-0.9118518
51911,1.4377174,2.052592,2.9054642,-0.7138371
51912,0.9849046,-1.5123684,-0.19325492,0.76777405
51913,1.1841322,-0.07860122,-1.8093586,0.03318938
51914,0.16434892,-0.20190066,-3.5278502,0.614244
51915,1.6146535,3.4728835,-0.8705133,-1.0754268
51916,3.653988,-0.35436904,-4.4619913,0.048490725
51917,3.591157,-2.8899913,-3.0442975,0.4023761
51918,0.57973236,-2.7240381,4.2712297,2.349393
51919,3.765824,-3.848937,-0.0865043,0.5110352
51920,4.7231965,1.8774496,-2.1448255,-0.19874778
51921,4.587834,-3.2082381,1.9020786,0.3496463
51922,0.1952719,4.758983,2.5783827,-12.18553
51923,1.1228265,2.722692,3.9688804,-1.2124277
51924,0.9534471,0.5931484,0.9880176,-0.31105468
51925,0.67349535,-3.4836602,-2.4021308,2.5862541
51926,1.8508738,-1.975176,2.0988336,0.5335793
51927,2.82118,-2.7186472,-2.8209136,0.48182803
51928,3.9226375,4.1408625,-4.8139725,-0.5278161
51929,3.2207258,1.4396302,3.0053132,-0.22349468
51930,2.6658523,-3.0620294,-0.097470544,0.57430583
51931,2.5404623,3.0695431,-1.0275775,-0.60413086
51932,1.9549906,-2.0761628,1.315421,0.5309904
51933,4.365402,-3.5842416,0.64579654,0.4105282
51934,3.374438,-4.4226036,-1.3390893,0.6553097
51935,0.46745273,-0.1328951,-3.735445,0.14214817
51936,4.4451494,4.9978414,0.20612526,-0.562168
51937,0.8557234,1.2756737,-4.40269,-0.7453774
51938,2.2155685,-2.2363508,0.3783818,0.50469005
51939,4.328672,3.9047673,3.71556,-0.45103526
51940,0.82669467,0.25787246,4.849839,-0.15596597
51941,3.8623195,1.5526117,1.5244944,-0.20099473
51942,1.5518134,-0.5157564,1.7778647,0.16617863
51943,1.2073243,4.0711803,-2.8814743,-1.6860344
51944,3.7912729,-2.9551876,2.6723232,0.38973552
51945,1.1368749,4.30424,4.492932,-1.8930142
51946,2.0187895,0.39488167,-3.448664,-0.097801596
51947,2.4695766,-2.1021042,1.0330052,0.4256001
51948,1.7025368,-3.77272,-2.1795416,1.1079702
